image,mask
segmentation_data/train/0eeaf1ff136d_08.jpg,segmentation_data/train_masks/0eeaf1ff136d_08_mask.gif
segmentation_data/train/3f202616a2b9_02.jpg,segmentation_data/train_masks/3f202616a2b9_02_mask.gif
segmentation_data/train/630335e37f40_15.jpg,segmentation_data/train_masks/630335e37f40_15_mask.gif
segmentation_data/train/36a3f7f77e85_03.jpg,segmentation_data/train_masks/36a3f7f77e85_03_mask.gif
segmentation_data/train/6dc8783eca68_08.jpg,segmentation_data/train_masks/6dc8783eca68_08_mask.gif
segmentation_data/train/0495dcf27283_09.jpg,segmentation_data/train_masks/0495dcf27283_09_mask.gif
segmentation_data/train/3bca821c8c41_14.jpg,segmentation_data/train_masks/3bca821c8c41_14_mask.gif
segmentation_data/train/23c088f6ec27_08.jpg,segmentation_data/train_masks/23c088f6ec27_08_mask.gif
segmentation_data/train/d8f11603ef08_08.jpg,segmentation_data/train_masks/d8f11603ef08_08_mask.gif
segmentation_data/train/98ee0624de87_04.jpg,segmentation_data/train_masks/98ee0624de87_04_mask.gif
segmentation_data/train/be86e79f1225_15.jpg,segmentation_data/train_masks/be86e79f1225_15_mask.gif
segmentation_data/train/d8f11603ef08_12.jpg,segmentation_data/train_masks/d8f11603ef08_12_mask.gif
segmentation_data/train/6bf969856536_15.jpg,segmentation_data/train_masks/6bf969856536_15_mask.gif
segmentation_data/train/11fcda0a9e1c_16.jpg,segmentation_data/train_masks/11fcda0a9e1c_16_mask.gif
segmentation_data/train/6cc98271f4dd_06.jpg,segmentation_data/train_masks/6cc98271f4dd_06_mask.gif
segmentation_data/train/4856fcb85be0_06.jpg,segmentation_data/train_masks/4856fcb85be0_06_mask.gif
segmentation_data/train/2335eef27de6_11.jpg,segmentation_data/train_masks/2335eef27de6_11_mask.gif
segmentation_data/train/6d375bc2ece1_03.jpg,segmentation_data/train_masks/6d375bc2ece1_03_mask.gif
segmentation_data/train/f4cd1286d5f4_07.jpg,segmentation_data/train_masks/f4cd1286d5f4_07_mask.gif
segmentation_data/train/189a2a32a615_16.jpg,segmentation_data/train_masks/189a2a32a615_16_mask.gif
segmentation_data/train/ddb513df9406_12.jpg,segmentation_data/train_masks/ddb513df9406_12_mask.gif
segmentation_data/train/dc995bf5296a_15.jpg,segmentation_data/train_masks/dc995bf5296a_15_mask.gif
segmentation_data/train/11acc40dc0ea_15.jpg,segmentation_data/train_masks/11acc40dc0ea_15_mask.gif
segmentation_data/train/df642435a951_13.jpg,segmentation_data/train_masks/df642435a951_13_mask.gif
segmentation_data/train/ef5567efd904_03.jpg,segmentation_data/train_masks/ef5567efd904_03_mask.gif
segmentation_data/train/717689f3e788_08.jpg,segmentation_data/train_masks/717689f3e788_08_mask.gif
segmentation_data/train/528eb34a4c29_12.jpg,segmentation_data/train_masks/528eb34a4c29_12_mask.gif
segmentation_data/train/528eb34a4c29_08.jpg,segmentation_data/train_masks/528eb34a4c29_08_mask.gif
segmentation_data/train/e114fcbb9723_13.jpg,segmentation_data/train_masks/e114fcbb9723_13_mask.gif
segmentation_data/train/4856fcb85be0_15.jpg,segmentation_data/train_masks/4856fcb85be0_15_mask.gif
segmentation_data/train/a2df64508b97_10.jpg,segmentation_data/train_masks/a2df64508b97_10_mask.gif
segmentation_data/train/bb7625a3f1d4_07.jpg,segmentation_data/train_masks/bb7625a3f1d4_07_mask.gif
segmentation_data/train/28109f18d9d4_01.jpg,segmentation_data/train_masks/28109f18d9d4_01_mask.gif
segmentation_data/train/6d21aad248e4_06.jpg,segmentation_data/train_masks/6d21aad248e4_06_mask.gif
segmentation_data/train/1258cf954183_01.jpg,segmentation_data/train_masks/1258cf954183_01_mask.gif
segmentation_data/train/880fec285c06_10.jpg,segmentation_data/train_masks/880fec285c06_10_mask.gif
segmentation_data/train/87e334269396_16.jpg,segmentation_data/train_masks/87e334269396_16_mask.gif
segmentation_data/train/82f72273d23e_06.jpg,segmentation_data/train_masks/82f72273d23e_06_mask.gif
segmentation_data/train/e1d2c25f3510_04.jpg,segmentation_data/train_masks/e1d2c25f3510_04_mask.gif
segmentation_data/train/33a310ea7462_16.jpg,segmentation_data/train_masks/33a310ea7462_16_mask.gif
segmentation_data/train/6cc98271f4dd_10.jpg,segmentation_data/train_masks/6cc98271f4dd_10_mask.gif
segmentation_data/train/c9f382c7349e_02.jpg,segmentation_data/train_masks/c9f382c7349e_02_mask.gif
segmentation_data/train/6cc98271f4dd_11.jpg,segmentation_data/train_masks/6cc98271f4dd_11_mask.gif
segmentation_data/train/6343156803f9_04.jpg,segmentation_data/train_masks/6343156803f9_04_mask.gif
segmentation_data/train/fa613ac8eac5_14.jpg,segmentation_data/train_masks/fa613ac8eac5_14_mask.gif
segmentation_data/train/cf65b1c5e147_02.jpg,segmentation_data/train_masks/cf65b1c5e147_02_mask.gif
segmentation_data/train/c2fd64144e97_11.jpg,segmentation_data/train_masks/c2fd64144e97_11_mask.gif
segmentation_data/train/424658d9f222_01.jpg,segmentation_data/train_masks/424658d9f222_01_mask.gif
segmentation_data/train/1a17a1bd648b_03.jpg,segmentation_data/train_masks/1a17a1bd648b_03_mask.gif
segmentation_data/train/de74550a306a_08.jpg,segmentation_data/train_masks/de74550a306a_08_mask.gif
segmentation_data/train/c24b8293eceb_06.jpg,segmentation_data/train_masks/c24b8293eceb_06_mask.gif
segmentation_data/train/79a7691a90b1_14.jpg,segmentation_data/train_masks/79a7691a90b1_14_mask.gif
segmentation_data/train/ed8472086df8_15.jpg,segmentation_data/train_masks/ed8472086df8_15_mask.gif
segmentation_data/train/e05b96cc2b0d_09.jpg,segmentation_data/train_masks/e05b96cc2b0d_09_mask.gif
segmentation_data/train/9a2bfb24ba6e_10.jpg,segmentation_data/train_masks/9a2bfb24ba6e_10_mask.gif
segmentation_data/train/69915dab0755_02.jpg,segmentation_data/train_masks/69915dab0755_02_mask.gif
segmentation_data/train/48b3f0c936b5_11.jpg,segmentation_data/train_masks/48b3f0c936b5_11_mask.gif
segmentation_data/train/fb1b923dd978_05.jpg,segmentation_data/train_masks/fb1b923dd978_05_mask.gif
segmentation_data/train/a070dbb32d2b_01.jpg,segmentation_data/train_masks/a070dbb32d2b_01_mask.gif
segmentation_data/train/c7145a80089e_08.jpg,segmentation_data/train_masks/c7145a80089e_08_mask.gif
segmentation_data/train/316bbfd3d93d_15.jpg,segmentation_data/train_masks/316bbfd3d93d_15_mask.gif
segmentation_data/train/6cc98271f4dd_02.jpg,segmentation_data/train_masks/6cc98271f4dd_02_mask.gif
segmentation_data/train/fc237174b128_14.jpg,segmentation_data/train_masks/fc237174b128_14_mask.gif
segmentation_data/train/6343156803f9_13.jpg,segmentation_data/train_masks/6343156803f9_13_mask.gif
segmentation_data/train/d22e6a2ca6df_01.jpg,segmentation_data/train_masks/d22e6a2ca6df_01_mask.gif
segmentation_data/train/fa006be8b6d9_14.jpg,segmentation_data/train_masks/fa006be8b6d9_14_mask.gif
segmentation_data/train/2267f4aa0d2c_10.jpg,segmentation_data/train_masks/2267f4aa0d2c_10_mask.gif
segmentation_data/train/cf65b1c5e147_09.jpg,segmentation_data/train_masks/cf65b1c5e147_09_mask.gif
segmentation_data/train/9ab2a45de8c7_01.jpg,segmentation_data/train_masks/9ab2a45de8c7_01_mask.gif
segmentation_data/train/5fb012d30fd9_14.jpg,segmentation_data/train_masks/5fb012d30fd9_14_mask.gif
segmentation_data/train/df642435a951_11.jpg,segmentation_data/train_masks/df642435a951_11_mask.gif
segmentation_data/train/79a7691a90b1_11.jpg,segmentation_data/train_masks/79a7691a90b1_11_mask.gif
segmentation_data/train/316bbfd3d93d_10.jpg,segmentation_data/train_masks/316bbfd3d93d_10_mask.gif
segmentation_data/train/1ae8a68a40e4_14.jpg,segmentation_data/train_masks/1ae8a68a40e4_14_mask.gif
segmentation_data/train/70b6a79565fe_08.jpg,segmentation_data/train_masks/70b6a79565fe_08_mask.gif
segmentation_data/train/371f057d1242_08.jpg,segmentation_data/train_masks/371f057d1242_08_mask.gif
segmentation_data/train/c8d52e0ba341_05.jpg,segmentation_data/train_masks/c8d52e0ba341_05_mask.gif
segmentation_data/train/cf5add31c130_14.jpg,segmentation_data/train_masks/cf5add31c130_14_mask.gif
segmentation_data/train/69915dab0755_08.jpg,segmentation_data/train_masks/69915dab0755_08_mask.gif
segmentation_data/train/42a3297ccd4b_07.jpg,segmentation_data/train_masks/42a3297ccd4b_07_mask.gif
segmentation_data/train/fa613ac8eac5_04.jpg,segmentation_data/train_masks/fa613ac8eac5_04_mask.gif
segmentation_data/train/4dc8a7fe7c02_05.jpg,segmentation_data/train_masks/4dc8a7fe7c02_05_mask.gif
segmentation_data/train/0ee135a3cccc_06.jpg,segmentation_data/train_masks/0ee135a3cccc_06_mask.gif
segmentation_data/train/364923a5002f_12.jpg,segmentation_data/train_masks/364923a5002f_12_mask.gif
segmentation_data/train/8b4b87ad7be6_13.jpg,segmentation_data/train_masks/8b4b87ad7be6_13_mask.gif
segmentation_data/train/8b88fb784951_10.jpg,segmentation_data/train_masks/8b88fb784951_10_mask.gif
segmentation_data/train/0eeaf1ff136d_11.jpg,segmentation_data/train_masks/0eeaf1ff136d_11_mask.gif
segmentation_data/train/93881caf9f70_13.jpg,segmentation_data/train_masks/93881caf9f70_13_mask.gif
segmentation_data/train/34defeec3ce6_11.jpg,segmentation_data/train_masks/34defeec3ce6_11_mask.gif
segmentation_data/train/0495dcf27283_16.jpg,segmentation_data/train_masks/0495dcf27283_16_mask.gif
segmentation_data/train/d8216041ffa9_06.jpg,segmentation_data/train_masks/d8216041ffa9_06_mask.gif
segmentation_data/train/fc5f1a3a66cf_07.jpg,segmentation_data/train_masks/fc5f1a3a66cf_07_mask.gif
segmentation_data/train/781c5338fe02_09.jpg,segmentation_data/train_masks/781c5338fe02_09_mask.gif
segmentation_data/train/87e334269396_02.jpg,segmentation_data/train_masks/87e334269396_02_mask.gif
segmentation_data/train/98ee0624de87_14.jpg,segmentation_data/train_masks/98ee0624de87_14_mask.gif
segmentation_data/train/9cc257b449d0_04.jpg,segmentation_data/train_masks/9cc257b449d0_04_mask.gif
segmentation_data/train/6ba36af67cb0_11.jpg,segmentation_data/train_masks/6ba36af67cb0_11_mask.gif
segmentation_data/train/b44091aa62e4_04.jpg,segmentation_data/train_masks/b44091aa62e4_04_mask.gif
segmentation_data/train/8d1a6723c458_04.jpg,segmentation_data/train_masks/8d1a6723c458_04_mask.gif
segmentation_data/train/fb1b923dd978_03.jpg,segmentation_data/train_masks/fb1b923dd978_03_mask.gif
segmentation_data/train/99639c826ea5_10.jpg,segmentation_data/train_masks/99639c826ea5_10_mask.gif
segmentation_data/train/6bff9e10288e_10.jpg,segmentation_data/train_masks/6bff9e10288e_10_mask.gif
segmentation_data/train/3810c5e1cdeb_06.jpg,segmentation_data/train_masks/3810c5e1cdeb_06_mask.gif
segmentation_data/train/0795e132d090_08.jpg,segmentation_data/train_masks/0795e132d090_08_mask.gif
segmentation_data/train/82f72273d23e_08.jpg,segmentation_data/train_masks/82f72273d23e_08_mask.gif
segmentation_data/train/11acc40dc0ea_01.jpg,segmentation_data/train_masks/11acc40dc0ea_01_mask.gif
segmentation_data/train/1a17a1bd648b_13.jpg,segmentation_data/train_masks/1a17a1bd648b_13_mask.gif
segmentation_data/train/6bfd601be25e_09.jpg,segmentation_data/train_masks/6bfd601be25e_09_mask.gif
segmentation_data/train/fd9da5d0bb6f_13.jpg,segmentation_data/train_masks/fd9da5d0bb6f_13_mask.gif
segmentation_data/train/86c10c8c6206_15.jpg,segmentation_data/train_masks/86c10c8c6206_15_mask.gif
segmentation_data/train/2c57132da7a0_02.jpg,segmentation_data/train_masks/2c57132da7a0_02_mask.gif
segmentation_data/train/7251c8797749_11.jpg,segmentation_data/train_masks/7251c8797749_11_mask.gif
segmentation_data/train/2cb91c2543fa_13.jpg,segmentation_data/train_masks/2cb91c2543fa_13_mask.gif
segmentation_data/train/e1d2c25f3510_11.jpg,segmentation_data/train_masks/e1d2c25f3510_11_mask.gif
segmentation_data/train/8b4b87ad7be6_11.jpg,segmentation_data/train_masks/8b4b87ad7be6_11_mask.gif
segmentation_data/train/ce74dfdf123b_05.jpg,segmentation_data/train_masks/ce74dfdf123b_05_mask.gif
segmentation_data/train/4a4364d7fc6d_12.jpg,segmentation_data/train_masks/4a4364d7fc6d_12_mask.gif
segmentation_data/train/8b88fb784951_13.jpg,segmentation_data/train_masks/8b88fb784951_13_mask.gif
segmentation_data/train/42b3feca1993_03.jpg,segmentation_data/train_masks/42b3feca1993_03_mask.gif
segmentation_data/train/2a4a8964ebf3_04.jpg,segmentation_data/train_masks/2a4a8964ebf3_04_mask.gif
segmentation_data/train/125cadcb9feb_07.jpg,segmentation_data/train_masks/125cadcb9feb_07_mask.gif
segmentation_data/train/0cdf5b5d0ce1_11.jpg,segmentation_data/train_masks/0cdf5b5d0ce1_11_mask.gif
segmentation_data/train/11f3dc041cfb_12.jpg,segmentation_data/train_masks/11f3dc041cfb_12_mask.gif
segmentation_data/train/430f0cb5666c_05.jpg,segmentation_data/train_masks/430f0cb5666c_05_mask.gif
segmentation_data/train/31186febd775_12.jpg,segmentation_data/train_masks/31186febd775_12_mask.gif
segmentation_data/train/1390696b70b6_15.jpg,segmentation_data/train_masks/1390696b70b6_15_mask.gif
segmentation_data/train/2f39abb12388_14.jpg,segmentation_data/train_masks/2f39abb12388_14_mask.gif
segmentation_data/train/cd2e588ef1c5_16.jpg,segmentation_data/train_masks/cd2e588ef1c5_16_mask.gif
segmentation_data/train/c53e374fdd72_08.jpg,segmentation_data/train_masks/c53e374fdd72_08_mask.gif
segmentation_data/train/28d7fb5ba432_10.jpg,segmentation_data/train_masks/28d7fb5ba432_10_mask.gif
segmentation_data/train/d46244bc42ed_09.jpg,segmentation_data/train_masks/d46244bc42ed_09_mask.gif
segmentation_data/train/5df60cf7cab2_03.jpg,segmentation_data/train_masks/5df60cf7cab2_03_mask.gif
segmentation_data/train/8b4b87ad7be6_01.jpg,segmentation_data/train_masks/8b4b87ad7be6_01_mask.gif
segmentation_data/train/e114fcbb9723_01.jpg,segmentation_data/train_masks/e114fcbb9723_01_mask.gif
segmentation_data/train/6ba36af67cb0_09.jpg,segmentation_data/train_masks/6ba36af67cb0_09_mask.gif
segmentation_data/train/2cb91c2543fa_03.jpg,segmentation_data/train_masks/2cb91c2543fa_03_mask.gif
segmentation_data/train/d0392fd5feb6_10.jpg,segmentation_data/train_masks/d0392fd5feb6_10_mask.gif
segmentation_data/train/64f701f36437_03.jpg,segmentation_data/train_masks/64f701f36437_03_mask.gif
segmentation_data/train/3f202616a2b9_11.jpg,segmentation_data/train_masks/3f202616a2b9_11_mask.gif
segmentation_data/train/ef5567efd904_02.jpg,segmentation_data/train_masks/ef5567efd904_02_mask.gif
segmentation_data/train/c7145a80089e_15.jpg,segmentation_data/train_masks/c7145a80089e_15_mask.gif
segmentation_data/train/f70052627830_01.jpg,segmentation_data/train_masks/f70052627830_01_mask.gif
segmentation_data/train/917f262f1608_04.jpg,segmentation_data/train_masks/917f262f1608_04_mask.gif
segmentation_data/train/42a3297ccd4b_09.jpg,segmentation_data/train_masks/42a3297ccd4b_09_mask.gif
segmentation_data/train/36a3f7f77e85_05.jpg,segmentation_data/train_masks/36a3f7f77e85_05_mask.gif
segmentation_data/train/cf65b1c5e147_10.jpg,segmentation_data/train_masks/cf65b1c5e147_10_mask.gif
segmentation_data/train/6bf969856536_04.jpg,segmentation_data/train_masks/6bf969856536_04_mask.gif
segmentation_data/train/cafee4122080_15.jpg,segmentation_data/train_masks/cafee4122080_15_mask.gif
segmentation_data/train/d1a3af34e674_09.jpg,segmentation_data/train_masks/d1a3af34e674_09_mask.gif
segmentation_data/train/bf9932f7aca8_05.jpg,segmentation_data/train_masks/bf9932f7aca8_05_mask.gif
segmentation_data/train/0795e132d090_13.jpg,segmentation_data/train_masks/0795e132d090_13_mask.gif
segmentation_data/train/c4ac16c0dd59_02.jpg,segmentation_data/train_masks/c4ac16c0dd59_02_mask.gif
segmentation_data/train/6d21aad248e4_12.jpg,segmentation_data/train_masks/6d21aad248e4_12_mask.gif
segmentation_data/train/e05b96cc2b0d_13.jpg,segmentation_data/train_masks/e05b96cc2b0d_13_mask.gif
segmentation_data/train/0495dcf27283_11.jpg,segmentation_data/train_masks/0495dcf27283_11_mask.gif
segmentation_data/train/04bd942b463b_13.jpg,segmentation_data/train_masks/04bd942b463b_13_mask.gif
segmentation_data/train/292f59c6a347_13.jpg,segmentation_data/train_masks/292f59c6a347_13_mask.gif
segmentation_data/train/1390696b70b6_01.jpg,segmentation_data/train_masks/1390696b70b6_01_mask.gif
segmentation_data/train/fce0ba5b8ed7_01.jpg,segmentation_data/train_masks/fce0ba5b8ed7_01_mask.gif
segmentation_data/train/292f59c6a347_02.jpg,segmentation_data/train_masks/292f59c6a347_02_mask.gif
segmentation_data/train/65051cfe0789_16.jpg,segmentation_data/train_masks/65051cfe0789_16_mask.gif
segmentation_data/train/683ddec95b82_08.jpg,segmentation_data/train_masks/683ddec95b82_08_mask.gif
segmentation_data/train/c9acf5847ef1_16.jpg,segmentation_data/train_masks/c9acf5847ef1_16_mask.gif
segmentation_data/train/64f701f36437_08.jpg,segmentation_data/train_masks/64f701f36437_08_mask.gif
segmentation_data/train/68fcee2be01f_12.jpg,segmentation_data/train_masks/68fcee2be01f_12_mask.gif
segmentation_data/train/be86e79f1225_07.jpg,segmentation_data/train_masks/be86e79f1225_07_mask.gif
segmentation_data/train/c353e364e931_15.jpg,segmentation_data/train_masks/c353e364e931_15_mask.gif
segmentation_data/train/51f1cdf5f539_11.jpg,segmentation_data/train_masks/51f1cdf5f539_11_mask.gif
segmentation_data/train/08a646be6b30_10.jpg,segmentation_data/train_masks/08a646be6b30_10_mask.gif
segmentation_data/train/5bcde75955bb_04.jpg,segmentation_data/train_masks/5bcde75955bb_04_mask.gif
segmentation_data/train/6e016b8b3617_09.jpg,segmentation_data/train_masks/6e016b8b3617_09_mask.gif
segmentation_data/train/c353e364e931_12.jpg,segmentation_data/train_masks/c353e364e931_12_mask.gif
segmentation_data/train/2cb91c2543fa_15.jpg,segmentation_data/train_masks/2cb91c2543fa_15_mask.gif
segmentation_data/train/08a646be6b30_13.jpg,segmentation_data/train_masks/08a646be6b30_13_mask.gif
segmentation_data/train/a1038b207299_16.jpg,segmentation_data/train_masks/a1038b207299_16_mask.gif
segmentation_data/train/4856fcb85be0_03.jpg,segmentation_data/train_masks/4856fcb85be0_03_mask.gif
segmentation_data/train/3a7a8f03e713_10.jpg,segmentation_data/train_masks/3a7a8f03e713_10_mask.gif
segmentation_data/train/b98c63cd6102_09.jpg,segmentation_data/train_masks/b98c63cd6102_09_mask.gif
segmentation_data/train/bb2f95262773_02.jpg,segmentation_data/train_masks/bb2f95262773_02_mask.gif
segmentation_data/train/f3b482e091c0_03.jpg,segmentation_data/train_masks/f3b482e091c0_03_mask.gif
segmentation_data/train/364fd5fd7569_11.jpg,segmentation_data/train_masks/364fd5fd7569_11_mask.gif
segmentation_data/train/8603668953a6_07.jpg,segmentation_data/train_masks/8603668953a6_07_mask.gif
segmentation_data/train/d8e1c401ac3c_15.jpg,segmentation_data/train_masks/d8e1c401ac3c_15_mask.gif
segmentation_data/train/bad53871c7d9_07.jpg,segmentation_data/train_masks/bad53871c7d9_07_mask.gif
segmentation_data/train/6d77433cc7ce_07.jpg,segmentation_data/train_masks/6d77433cc7ce_07_mask.gif
segmentation_data/train/68fcee2be01f_07.jpg,segmentation_data/train_masks/68fcee2be01f_07_mask.gif
segmentation_data/train/169f5f6d8c9d_11.jpg,segmentation_data/train_masks/169f5f6d8c9d_11_mask.gif
segmentation_data/train/eb07e3f63ad2_15.jpg,segmentation_data/train_masks/eb07e3f63ad2_15_mask.gif
segmentation_data/train/8b88fb784951_11.jpg,segmentation_data/train_masks/8b88fb784951_11_mask.gif
segmentation_data/train/2ea62c1beee7_14.jpg,segmentation_data/train_masks/2ea62c1beee7_14_mask.gif
segmentation_data/train/c4f1840b2a65_07.jpg,segmentation_data/train_masks/c4f1840b2a65_07_mask.gif
segmentation_data/train/69fba9e8f572_02.jpg,segmentation_data/train_masks/69fba9e8f572_02_mask.gif
segmentation_data/train/f707d6fbc0cd_09.jpg,segmentation_data/train_masks/f707d6fbc0cd_09_mask.gif
segmentation_data/train/3f3e362dea23_04.jpg,segmentation_data/train_masks/3f3e362dea23_04_mask.gif
segmentation_data/train/bad53871c7d9_04.jpg,segmentation_data/train_masks/bad53871c7d9_04_mask.gif
segmentation_data/train/ce74dfdf123b_07.jpg,segmentation_data/train_masks/ce74dfdf123b_07_mask.gif
segmentation_data/train/42a3297ccd4b_06.jpg,segmentation_data/train_masks/42a3297ccd4b_06_mask.gif
segmentation_data/train/3789e15178c7_12.jpg,segmentation_data/train_masks/3789e15178c7_12_mask.gif
segmentation_data/train/bf9a32258ef4_15.jpg,segmentation_data/train_masks/bf9a32258ef4_15_mask.gif
segmentation_data/train/7abaa38c227f_15.jpg,segmentation_data/train_masks/7abaa38c227f_15_mask.gif
segmentation_data/train/bd8d5780ed04_02.jpg,segmentation_data/train_masks/bd8d5780ed04_02_mask.gif
segmentation_data/train/69fba9e8f572_06.jpg,segmentation_data/train_masks/69fba9e8f572_06_mask.gif
segmentation_data/train/a7c1ef8d9cc9_04.jpg,segmentation_data/train_masks/a7c1ef8d9cc9_04_mask.gif
segmentation_data/train/120c1dc7b116_05.jpg,segmentation_data/train_masks/120c1dc7b116_05_mask.gif
segmentation_data/train/9cc257b449d0_07.jpg,segmentation_data/train_masks/9cc257b449d0_07_mask.gif
segmentation_data/train/69fba9e8f572_08.jpg,segmentation_data/train_masks/69fba9e8f572_08_mask.gif
segmentation_data/train/6131a03dd028_06.jpg,segmentation_data/train_masks/6131a03dd028_06_mask.gif
segmentation_data/train/5fb012d30fd9_16.jpg,segmentation_data/train_masks/5fb012d30fd9_16_mask.gif
segmentation_data/train/acb0fd30b83d_06.jpg,segmentation_data/train_masks/acb0fd30b83d_06_mask.gif
segmentation_data/train/9a2bfb24ba6e_08.jpg,segmentation_data/train_masks/9a2bfb24ba6e_08_mask.gif
segmentation_data/train/424658d9f222_11.jpg,segmentation_data/train_masks/424658d9f222_11_mask.gif
segmentation_data/train/424658d9f222_15.jpg,segmentation_data/train_masks/424658d9f222_15_mask.gif
segmentation_data/train/31186febd775_15.jpg,segmentation_data/train_masks/31186febd775_15_mask.gif
segmentation_data/train/86c10c8c6206_10.jpg,segmentation_data/train_masks/86c10c8c6206_10_mask.gif
segmentation_data/train/8603668953a6_04.jpg,segmentation_data/train_masks/8603668953a6_04_mask.gif
segmentation_data/train/bd8d5780ed04_06.jpg,segmentation_data/train_masks/bd8d5780ed04_06_mask.gif
segmentation_data/train/419687d50dcd_12.jpg,segmentation_data/train_masks/419687d50dcd_12_mask.gif
segmentation_data/train/3789e15178c7_10.jpg,segmentation_data/train_masks/3789e15178c7_10_mask.gif
segmentation_data/train/d61b6bfeabb2_10.jpg,segmentation_data/train_masks/d61b6bfeabb2_10_mask.gif
segmentation_data/train/c7145a80089e_12.jpg,segmentation_data/train_masks/c7145a80089e_12_mask.gif
segmentation_data/train/c7a94c46a3b2_06.jpg,segmentation_data/train_masks/c7a94c46a3b2_06_mask.gif
segmentation_data/train/d46244bc42ed_16.jpg,segmentation_data/train_masks/d46244bc42ed_16_mask.gif
segmentation_data/train/3789e15178c7_01.jpg,segmentation_data/train_masks/3789e15178c7_01_mask.gif
segmentation_data/train/cf89c3220bc4_16.jpg,segmentation_data/train_masks/cf89c3220bc4_16_mask.gif
segmentation_data/train/bb7625a3f1d4_04.jpg,segmentation_data/train_masks/bb7625a3f1d4_04_mask.gif
segmentation_data/train/154ee2b6d27a_05.jpg,segmentation_data/train_masks/154ee2b6d27a_05_mask.gif
segmentation_data/train/feaf59172a01_13.jpg,segmentation_data/train_masks/feaf59172a01_13_mask.gif
segmentation_data/train/00087a6bd4dc_07.jpg,segmentation_data/train_masks/00087a6bd4dc_07_mask.gif
segmentation_data/train/2f39abb12388_05.jpg,segmentation_data/train_masks/2f39abb12388_05_mask.gif
segmentation_data/train/4dc8a7fe7c02_12.jpg,segmentation_data/train_masks/4dc8a7fe7c02_12_mask.gif
segmentation_data/train/169f5f6d8c9d_08.jpg,segmentation_data/train_masks/169f5f6d8c9d_08_mask.gif
segmentation_data/train/3c16409ab9db_02.jpg,segmentation_data/train_masks/3c16409ab9db_02_mask.gif
segmentation_data/train/2335eef27de6_07.jpg,segmentation_data/train_masks/2335eef27de6_07_mask.gif
segmentation_data/train/c9acf5847ef1_01.jpg,segmentation_data/train_masks/c9acf5847ef1_01_mask.gif
segmentation_data/train/eefc0d8c94f0_06.jpg,segmentation_data/train_masks/eefc0d8c94f0_06_mask.gif
segmentation_data/train/5ab34f0e3ea5_10.jpg,segmentation_data/train_masks/5ab34f0e3ea5_10_mask.gif
segmentation_data/train/e05b96cc2b0d_08.jpg,segmentation_data/train_masks/e05b96cc2b0d_08_mask.gif
segmentation_data/train/6c3470c34408_03.jpg,segmentation_data/train_masks/6c3470c34408_03_mask.gif
segmentation_data/train/ef5567efd904_14.jpg,segmentation_data/train_masks/ef5567efd904_14_mask.gif
segmentation_data/train/695f39dfac16_10.jpg,segmentation_data/train_masks/695f39dfac16_10_mask.gif
segmentation_data/train/791c1a9775be_03.jpg,segmentation_data/train_masks/791c1a9775be_03_mask.gif
segmentation_data/train/768f299c36e1_01.jpg,segmentation_data/train_masks/768f299c36e1_01_mask.gif
segmentation_data/train/344ece157efc_15.jpg,segmentation_data/train_masks/344ece157efc_15_mask.gif
segmentation_data/train/5fb012d30fd9_07.jpg,segmentation_data/train_masks/5fb012d30fd9_07_mask.gif
segmentation_data/train/dc1c5c2b9e49_02.jpg,segmentation_data/train_masks/dc1c5c2b9e49_02_mask.gif
segmentation_data/train/880ab8468df2_07.jpg,segmentation_data/train_masks/880ab8468df2_07_mask.gif
segmentation_data/train/9a2bfb24ba6e_12.jpg,segmentation_data/train_masks/9a2bfb24ba6e_12_mask.gif
segmentation_data/train/0d53224da2b7_03.jpg,segmentation_data/train_masks/0d53224da2b7_03_mask.gif
segmentation_data/train/42415ff65013_03.jpg,segmentation_data/train_masks/42415ff65013_03_mask.gif
segmentation_data/train/b24fd9084449_16.jpg,segmentation_data/train_masks/b24fd9084449_16_mask.gif
segmentation_data/train/bb7625a3f1d4_02.jpg,segmentation_data/train_masks/bb7625a3f1d4_02_mask.gif
segmentation_data/train/69915dab0755_14.jpg,segmentation_data/train_masks/69915dab0755_14_mask.gif
segmentation_data/train/371f057d1242_12.jpg,segmentation_data/train_masks/371f057d1242_12_mask.gif
segmentation_data/train/7251c8797749_15.jpg,segmentation_data/train_masks/7251c8797749_15_mask.gif
segmentation_data/train/4baf50a3d8c2_10.jpg,segmentation_data/train_masks/4baf50a3d8c2_10_mask.gif
segmentation_data/train/85cba1a00135_03.jpg,segmentation_data/train_masks/85cba1a00135_03_mask.gif
segmentation_data/train/99639c826ea5_07.jpg,segmentation_data/train_masks/99639c826ea5_07_mask.gif
segmentation_data/train/85cba1a00135_08.jpg,segmentation_data/train_masks/85cba1a00135_08_mask.gif
segmentation_data/train/6bfd601be25e_02.jpg,segmentation_data/train_masks/6bfd601be25e_02_mask.gif
segmentation_data/train/5bcde75955bb_06.jpg,segmentation_data/train_masks/5bcde75955bb_06_mask.gif
segmentation_data/train/5bcde75955bb_11.jpg,segmentation_data/train_masks/5bcde75955bb_11_mask.gif
segmentation_data/train/351c583eabd6_11.jpg,segmentation_data/train_masks/351c583eabd6_11_mask.gif
segmentation_data/train/419687d50dcd_06.jpg,segmentation_data/train_masks/419687d50dcd_06_mask.gif
